constituency,state,status,Vote,Margin,Candidate,Party
Warangal(15),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 15 - Warangal  (Telangana)

            ",,8380,-572914,NOTA,None of the Above
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",won,612774,349165,BALRAM NAIK PORIKA,Indian National Congress
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,263609,-349165,KAVITHA MALOTH,Bharat Rashtra Samithi
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,110444,-502330,PROFESSOR. AZMEERA SEETARAM NAIK,Bharatiya Janata Party
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,39136,-573638,ARUN KUMAR MYPATHI,All India Forward Bloc
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,11893,-600881,RAGHU VARMA JATOTHU,Alliance of Democratic Reforms Party
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,10119,-602655,DURGA PALVANCHA,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,8093,-604681,KONETI SUJATHA,Bahujan Samaj Party
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,6431,-606343,ANIL KUMAR BODA,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,5100,-607674,CHANDA LINGAIAH,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,4062,-608712,MOKALLA MURALIKRISHNA,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,3755,-609019,SOYAM KANNA RAJU,Gondvana Gantantra Party
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,3712,-609062,BANOTH PREM NAYAK [BPN],Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,3196,-609578,PAYAM.SINGARAJU,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,2887,-609887,PADIGA YARRAIAH,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,2781,-609993,DV NAIK,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,2542,-610232,GUGULOTH SHEKAR NAIK,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,2244,-610530,RAVVA. BHADRAMMA,Dharma Samaj Party
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,2172,-610602,SODE VENKATESWARLU,Gondwana Dandkaranya Party
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,1715,-611059,BANOTH LINGYA NAIK,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,1590,-611184,BODA PRASHANTH,Independent
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,1448,-611326,BURKA KRISHNAVENI,Socialist Party (India)
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,1367,-611407,BANOTHU LINGANNA,Blue India Party
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",lost,1125,-611649,VANKUDOTHU RAVI KUMAR (RAVANNA),Telangana Jaghir Party
Mahabubabad  (16),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 16 - Mahabubabad    (Telangana)

            ",,6591,-606183,NOTA,None of the Above
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",won,766929,467847,RAMASAHAYAM RAGHURAM REDDY,Indian National Congress
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,299082,-467847,NAMA NAGESWARA RAO,Bharat Rashtra Samithi
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,118636,-648293,VINOD RAO TANDRA,Bharatiya Janata Party
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,6215,-760714,VASAM RAMAKRISHNA DORA,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,6101,-760828,ADVOCATE YERRA KAAMESH,Bahujan Samaj Party
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,6064,-760865,ULLENGALA YADAGIRI,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,5743,-761186,KUKKALA NAGAIAH,Alliance of Democratic Reforms Party
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,4114,-762815,KATUKOJWALA NAGESWAR RAO,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,3113,-763816,CHILAKABATHINI STALIN,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,2424,-764505,SHAIK BAJI BABA,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,2237,-764692,KASIMALLA NAGESWARA RAO,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,2122,-764807,BANDARU NAGARAJU,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,2028,-764901,SHAIK KHALEEL PASHA,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,1854,-765075,EDURUGATLA CHITTI MALLU,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,1790,-765139,GANGIREDDY KOTI REDDY,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,1663,-765266,SHAIK SIRAJUDDIN,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,1342,-765587,SHAIK AJJULU,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,1273,-765656,KOPPULA SRINIVASA RAO,Jaibhim Rao Bharat Party
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,1053,-765876,MADDISETTY YERRAPPA @ AJAY,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,1022,-765907,SHAIK MOHMED RASOOL,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,1018,-765911,LINGALA RAVI KUMAR,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,950,-765979,AVUTAPALLI RAMBABU,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,919,-766010,TEJAVATH JOGRAM NAIK,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,754,-766175,ANWAR RAICE,Socialist Party (India)
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,718,-766211,ANANDA PRASAD KASINA,Pyramid Party of India
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,700,-766229,LINGAIAH DANDA,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,693,-766236,ANIL KUMAR MADDINENI,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,661,-766268,PAPETLA RAMAMURTHY,Sakala Janula Party
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,616,-766313,ANTHONI SURESH,Bahujana Left Party
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,601,-766328,M. RAVI CHANDAR CHOWHAN,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,508,-766421,THAMBALLA RAVI,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,476,-766453,BHATTU SRINIVAS,Jai Bharat National Party
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,368,-766561,NAGESWARA RAO LAKAVATH,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,363,-766566,MALAMPATI SURYANARAYANA,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",lost,351,-766578,MUTYAM ARJUNA RAJU,Independent
Khammam (17),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 17 - Khammam   (Telangana)

            ",,6782,-760147,NOTA,None of the Above
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",won,216657,2504,MANISH TEWARI,Indian National Congress
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,214153,-2504,SANJAY TANDON,Bharatiya Janata Party
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,6708,-209949,RITU SINGH,Bahujan Samaj Party
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,2626,-214031,LAKHVIR SINGH ALIAS KOTLA,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,1068,-215589,DEEPANSHU SHARMA,Akhil Bhartiya Parivar Party
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,1054,-215603,EX-ASSISTANT COMMANDANT RANPREET SINGH,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,683,-215974,VINOD KUMAR,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,577,-216080,SUNIL THAMAN,Haryana Jansena Party
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,436,-216221,BALJEET SINGH ALIAS LADDI,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,321,-216336,SUNIL KUMAR,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,307,-216350,PARTAP SINGH RANA,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,295,-216362,MAHANT RAVI KANT MUNI,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,294,-216363,VIVEK SHARMA,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,255,-216402,PIAR CHAND ALIAS KOUNDAL,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,239,-216418,KISHOR KUMAR ALIAS BANTI BHAIYA,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,217,-216440,RAJINDER KAUR,Sainik Samaj Party
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,205,-216452,RAJ PRINCE SINGH,Super Power India Party
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,154,-216503,PUSHPINDER SINGH ALIAS LOVELY ATTAWA,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",lost,114,-216543,KULDIP RAI ALIAS HAPPY SOOD MORINDA,Independent
Chandigarh(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Chandigarh  (Chandigarh)

            ",,2912,-213745,NOTA,None of the Above
Lakshadweep(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Lakshadweep  (Lakshadweep)

            ",won,25726,2647,MUHAMMED HAMDULLAH SAYEED,Indian National Congress
Lakshadweep(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Lakshadweep  (Lakshadweep)

            ",lost,23079,-2647,MOHAMMED FAIZAL PP,Nationalist Congress Party – Sharadchandra Pawar
Lakshadweep(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Lakshadweep  (Lakshadweep)

            ",lost,201,-25525,YOUSUF TP,Nationalist Congress Party
Lakshadweep(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Lakshadweep  (Lakshadweep)

            ",lost,61,-25665,KOYA,Independent
Lakshadweep(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - Lakshadweep  (Lakshadweep)

            ",,133,-25593,NOTA,None of the Above
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",won,426005,136516,VE VAITHILINGAM,Indian National Congress
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,289489,-136516,A NAMASSIVAYAM,Bharatiya Janata Party
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,39603,-386402,R MENAGA,Naam Tamilar Katchi
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,25165,-400840,G THAMIZHVENDAN,All India Anna Dravida Munnetra Kazhagam
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,2066,-423939,P SANKARAN,Socialist Unity Centre Of India (COMMUNIST)
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,1546,-424459,ARADADI POSIYYA,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,1540,-424465,D ALANGARAVELU,Bahujan Samaj Party
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,1246,-424759,K KISHORKUMAR,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,1199,-424806,KOLLANJIAPPAN,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,1133,-424872,M MANIKANDAN,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,1071,-424934,M KRISHNAMURTHY,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,989,-425016,K PRABHU DEVAN,United Republican Party of India
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,924,-425081,S BAKTHAVATCHALAM,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,846,-425159,S SATHISH KUMAR,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,822,-425183,COUTTANE ALIAS DHIVANEEDHE,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,776,-425229,E ANANTHAVEL,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,626,-425379,S KALA,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,547,-425458,P RAJAN,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,475,-425530,NIRMALA G,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,405,-425600,K ARUNACHALAM,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,372,-425633,K RAMADASS,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,331,-425674,R RAJA,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,307,-425698,D RAVINDIRAN,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,254,-425751,S MASCO,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,244,-425761,V P MANICKAM,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",lost,196,-425809,M MURUGAN,Independent
PUDUCHERRY(1),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 1 - PUDUCHERRY  (Puducherry)

            ",,9763,-416242,NOTA,None of the Above
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",won,528013,69116,IQRA CHOUDHARY,Samajwadi Party
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,458897,-69116,PRADEEP KUMAR,Bharatiya Janata Party
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,76200,-451813,SRIPAL,Bahujan Samaj Party
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,3320,-524693,JAHID,Social Democratic Party Of India
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,1985,-526028,SHOKINDER KUMAR,Independent
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,1936,-526077,MANOJ RANA,Independent
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,1100,-526913,VIKAS KUMAR,Independent
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,1096,-526917,OMBEER,Azad Adhikar Sena
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,900,-527113,VIKRAM SINGH,Independent
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,791,-527222,PRITI KASHYAP,Rashtriya Mazdoor Ekta Party
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,780,-527233,VIKRAM SAINI,Akhand Bharat Swatantra Party
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,670,-527343,YOGESH,Independent
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,442,-527571,MOHD KADIR,Independent
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",lost,427,-527586,NAND KISHOOR,Aapki Apni Party (Peoples)
Kairana(2),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 2 - Kairana  (Uttar Pradesh)

            ",,3249,-524764,NOTA,None of the Above
Muzaffarnagar(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Muzaffarnagar  (Uttar Pradesh)

            ",won,470721,24672,HARENDRA SINGH MALIK,Samajwadi Party
